Société,Site commercial,Numéro de client,Groupe de clients,Agence commerciale,Article,Groupe de marchandises,Jour calendaire,Mois/Année,Poids net
COSUMAR SA,Raffinerie,104323,GMS,A02,3000,Morceau,8/13/18,8/2018,-2.4000000000E-01
COSUMAR SA,Sidi Bennour,103938,Grossistes,A01,1007,Pain,3/27/17,3/2017,3.5080000000E+00
COSUMAR SA,Raffinerie,110034,Grossistes,A01,1000,Pain,7/3/17,7/2017,3.1080000000E+00
COSUMAR SA,Raffinerie,104309,Grossistes,A05,3000,Morceau,5/20/17,5/2017,1.5000000000E+00
COSUMAR SA,Zaio,102181,Grossistes,A06,4202,GR-PCDT,3/26/18,3/2018,1.1500000000E+01
COSUMAR SA,Raffinerie,105997,Grossistes,A01,4500,GR-GCDT,12/12/17,12/2017,6.2500000000E+01
COSUMAR SA,Raffinerie,103080,Grossistes,A01,2000,Lingot,11/16/17,11/2017,1.0380000000E+01
COSUMAR SA,Raffinerie,103051,Grossistes,A09,2000,Lingot,3/30/18,3/2018,2.5000000000E+00
COSUMAR SA,Sidi Bennour,105940,Grossistes,A02,4205,GR-PCDT,1/19/17,1/2017,2.6508000000E+01
COSUMAR SA,Raffinerie,104323,GMS,A02,1000,Pain,7/12/17,7/2017,8.0400000000E-01
COSUMAR SA,Raffinerie,105997,Grossistes,A01,2000,Lingot,11/22/18,11/2018,1.2258000000E+02
COSUMAR SA,Sidi Bennour,103089,Grossistes,A02,4501,GR-GCDT,2/1/17,2/2017,1.5000000000E+00
COSUMAR SA,Raffinerie,101205,GMS,A15,4212,GR-PCDT,7/16/18,7/2018,2.3880000000E+00
COSUMAR SA,Raffinerie,105279,Administration,A07,4500,GR-GCDT,4/20/17,4/2017,1.8500000000E+01
COSUMAR SA,Raffinerie,104970,Grossistes,A01,1000,Pain,10/17/18,10/2018,7.7160000000E+00
COSUMAR SA,Raffinerie,104276,Grossistes,A01,4500,GR-GCDT,12/8/18,12/2018,4.0500000000E+01
COSUMAR SA,Sidi Bennour,105941,Grossistes,A07,1007,Pain,12/10/18,12/2018,1.4500000000E+01
COSUMAR SA,Sidi Bennour,101774,Grossistes,A01,4501,GR-GCDT,8/31/18,8/2018,4.5000000000E+00
COSUMAR SA,Raffinerie,103094,Grossistes,A01,2000,Lingot,12/4/18,12/2018,2.4600000000E+00
COSUMAR SA,Raffinerie,110037,Grossistes,A01,2000,Lingot,3/30/17,3/2017,1.1400000000E+00
COSUMAR SA,Raffinerie,105038,Grossistes,A04,1000,Pain,6/29/18,6/2018,1.6932000000E+01
COSUMAR SA,Sidi Bennour,101774,Grossistes,A01,4205,GR-PCDT,8/7/17,8/2017,1.3992000000E+01
COSUMAR SA,Raffinerie,104276,Grossistes,A01,3000,Morceau,3/20/18,3/2018,-2.4000000000E-01
COSUMAR SA,Sidi Bennour,110060,Grossistes,A07,4501,GR-GCDT,4/27/17,4/2017,2.6500000000E+01
COSUMAR SA,Raffinerie,110096,Grossistes,A06,1000,Pain,1/31/18,1/2018,2.0388000000E+01
COSUMAR SA,Sidi Bennour,104445,Grossistes,A01,1007,Pain,5/25/17,5/2017,9.7000000000E+00
COSUMAR SA,Raffinerie,106117,Grossistes,A02,1000,Pain,1/30/18,1/2018,3.3000000000E+00
COSUMAR SA,Sidi Bennour,110019,Grossistes,A07,1007,Pain,4/28/17,4/2017,1.8660000000E+01
COSUMAR SA,Raffinerie,104474,Grossistes,A01,4500,GR-GCDT,3/1/18,3/2018,2.0050000000E+02
COSUMAR SA,Raffinerie,110096,Grossistes,A06,3000,Morceau,3/13/18,3/2018,1.0200000000E+00
COSUMAR SA,Raffinerie,101841,GMS,A02,3000,Morceau,9/8/18,9/2018,-2.4000000000E-01
COSUMAR SA,Raffinerie,101978,Grossistes,A06,1000,Pain,12/8/18,12/2018,2.0388000000E+01
COSUMAR SA,Raffinerie,104264,GMS,A15,4200,GR-PCDT,3/28/17,3/2017,2.1000000000E+00
COSUMAR SA,Raffinerie,104661,Grossistes,A06,1000,Pain,5/16/17,5/2017,2.7300000000E+01
COSUMAR SA,Raffinerie,101152,GMS,A01,3000,Morceau,10/5/17,10/2017,-2.4000000000E-01
COSUMAR SA,Raffinerie,104474,Grossistes,A01,4200,GR-PCDT,5/15/17,5/2017,9.0000000000E-01
COSUMAR SA,Raffinerie,104445,Grossistes,A01,2000,Lingot,5/27/17,5/2017,2.4600000000E+00
COSUMAR SA,Raffinerie,102613,GMS,A01,4200,GR-PCDT,4/27/17,4/2017,4.5000000000E+00
COSUMAR SA,Raffinerie,100200,Grossistes,A01,2000,Lingot,8/3/18,8/2018,3.7800000000E+00
COSUMAR SA,Raffinerie,110069,GMS,A05,3000,Morceau,12/8/18,12/2018,2.6220000000E+01
COSUMAR SA,Raffinerie,104266,GMS,A06,2000,Lingot,11/19/18,11/2018,2.4600000000E+00
COSUMAR SA,Raffinerie,101564,Grossistes,A01,4200,GR-PCDT,3/24/18,3/2018,9.0000000000E-01
COSUMAR SA,Raffinerie,104273,GMS,A01,4200,GR-PCDT,2/6/18,2/2018,4.5000000000E+00
COSUMAR SA,Raffinerie,104492,GMS,A01,2000,Lingot,7/21/17,7/2017,2.7540000000E+01
COSUMAR SA,Raffinerie,103035,Grossistes,A01,3000,Morceau,8/22/17,8/2017,-2.4000000000E-01
COSUMAR SA,Raffinerie,110024,Grossistes,A15,3000,Morceau,6/25/18,6/2018,-2.4000000000E-01
COSUMAR SA,Raffinerie,104646,Grossistes,A02,3000,Morceau,6/21/18,6/2018,-1.0000000000E+00
COSUMAR SA,Raffinerie,103087,Grossistes,A06,1000,Pain,10/4/18,10/2018,9.7000000000E+00
COSUMAR SA,Sidi Bennour,105940,Grossistes,A02,4501,GR-GCDT,7/9/18,7/2018,5.4500000000E+01
COSUMAR SA,Zaio,101978,Grossistes,A06,4506,GR-GCDT,2/16/18,2/2018,4.5000000000E+00
COSUMAR SA,Raffinerie,106029,Grossistes,A15,2000,Lingot,4/21/18,4/2018,1.1400000000E+00
COSUMAR SA,Sidi Bennour,100523,Grossistes,A02,4501,GR-GCDT,8/7/18,8/2018,2.5000000000E+00
COSUMAR SA,Sidi Bennour,103063,Grossistes,A02,4501,GR-GCDT,7/9/18,7/2018,2.0000000000E+00
COSUMAR SA,Raffinerie,100007,Grossistes,A04,4516,GR-GCDT,4/3/17,4/2017,1.2500000000E+01
COSUMAR SA,Raffinerie,103605,Grossistes,A05,2000,Lingot,7/29/17,7/2017,5.0000000000E-01
COSUMAR SA,Raffinerie,103050,Grossistes,A01,3005,Morceau,10/3/18,10/2018,-1.8000000000E-01
COSUMAR SA,Raffinerie,103050,Grossistes,A01,2000,Lingot,11/23/17,11/2017,1.1400000000E+00
COSUMAR SA,Sidi Bennour,104018,Grossistes,A01,1007,Pain,5/17/17,5/2017,4.9000000000E+00
COSUMAR SA,Raffinerie,102307,GMS,A01,3000,Morceau,5/18/17,5/2017,1.0200000000E+00
COSUMAR SA,Sidi Bennour,105997,Grossistes,A01,4205,GR-PCDT,12/14/17,12/2017,4.9080000000E+00
COSUMAR SA,Raffinerie,107711,Grossistes,A05,3000,Morceau,6/15/17,6/2017,1.0600000000E+00
COSUMAR SA,Raffinerie,104637,Grossistes,A15,3000,Morceau,2/21/17,2/2017,6.5000000000E+00
COSUMAR SA,Raffinerie,103080,Grossistes,A01,4212,GR-PCDT,6/9/18,6/2018,3.6840000000E+00
COSUMAR SA,Raffinerie,104263,GMS,A02,2000,Lingot,5/11/18,5/2018,1.1400000000E+00
COSUMAR SA,Sidi Bennour,106035,Grossistes,A07,1007,Pain,6/14/18,6/2018,6.5000000000E+00
COSUMAR SA,Raffinerie,100510,Grossistes,A02,1000,Pain,8/30/18,8/2018,4.5000000000E+00
COSUMAR SA,Raffinerie,106237,Grossistes,A01,3000,Morceau,5/17/17,5/2017,1.0200000000E+00
COSUMAR SA,Raffinerie,104497,GMS,A06,1000,Pain,9/25/17,9/2017,1.0020000000E+01
COSUMAR SA,Raffinerie,103883,Grossistes,A02,1000,Pain,3/17/18,3/2018,6.5000000000E+00
COSUMAR SA,Raffinerie,110174,Grossistes,A01,2000,Lingot,11/9/18,11/2018,6.4200000000E+00
COSUMAR SA,Raffinerie,102842,Grossistes,A15,3000,Morceau,5/26/17,5/2017,1.0200000000E+00
COSUMAR SA,Sidi Bennour,103533,Grossistes,A01,4205,GR-PCDT,3/29/17,3/2017,6.9000000000E+00
COSUMAR SA,Raffinerie,103879,Industriels,A01,4500,GR-GCDT,3/18/17,3/2017,2.6500000000E+01
COSUMAR SA,Raffinerie,100245,Grossistes,A06,1000,Pain,12/14/18,12/2018,1.0500000000E+01
COSUMAR SA,Sidi Bennour,105941,Grossistes,A07,4501,GR-GCDT,5/30/18,5/2018,4.0500000000E+01
COSUMAR SA,Raffinerie,105038,Grossistes,A04,1000,Pain,8/25/17,8/2017,1.8516000000E+01
COSUMAR SA,Sidi Bennour,104646,Grossistes,A02,4501,GR-GCDT,2/22/17,2/2017,-1.0000000000E+00
COSUMAR SA,Sidi Bennour,109104,Grossistes,A01,4205,GR-PCDT,4/12/18,4/2018,2.7000000000E+00
COSUMAR SA,Sidi Bennour,101798,Grossistes,A01,4501,GR-GCDT,8/3/18,8/2018,2.2500000000E+01
COSUMAR SA,Raffinerie,100603,Grossistes,A01,4200,GR-PCDT,5/2/17,5/2017,9.0000000000E-01
COSUMAR SA,Sidi Bennour,110019,Grossistes,A07,4205,GR-PCDT,4/12/17,4/2017,5.0160000000E+00
COSUMAR SA,Raffinerie,110119,Grossistes,A15,2000,Lingot,6/6/18,6/2018,5.1000000000E+00
COSUMAR SA,Raffinerie,101588,Grossistes,A01,1000,Pain,8/1/18,8/2018,4.2600000000E+00
COSUMAR SA,Raffinerie,102703,Grossistes,A05,1000,Pain,1/5/17,1/2017,1.4500000000E+01
COSUMAR SA,Raffinerie,101675,Grossistes,A02,2000,Lingot,4/8/17,4/2017,3.5000000000E+00
COSUMAR SA,Raffinerie,101062,Grossistes,A01,4212,GR-PCDT,10/13/18,10/2018,1.0920000000E+00
COSUMAR SA,Sidi Bennour,100181,Grossistes,A01,4501,GR-GCDT,9/27/17,9/2017,1.0500000000E+01
COSUMAR SA,Sidi Bennour,110060,Grossistes,A07,4501,GR-GCDT,10/29/18,10/2018,2.6500000000E+01
COSUMAR SA,Raffinerie,103608,Grossistes,A01,2000,Lingot,8/28/17,8/2017,7.7400000000E+00
COSUMAR SA,Sidi Bennour,103056,Grossistes,A02,4205,GR-PCDT,3/2/18,3/2018,4.5000000000E+00
COSUMAR SA,Raffinerie,104019,Grossistes,A07,1000,Pain,1/12/18,1/2018,4.9000000000E+00
COSUMAR SA,Raffinerie,103082,Grossistes,A09,3000,Morceau,9/10/18,9/2018,-1.0000000000E+00
COSUMAR SA,Sidi Bennour,105941,Grossistes,A07,4205,GR-PCDT,10/17/17,10/2017,2.6508000000E+01
COSUMAR SA,Zaio,102188,Grossistes,A06,4506,GR-GCDT,1/4/17,1/2017,1.0500000000E+01
COSUMAR SA,Raffinerie,101144,GMS,A01,3005,Morceau,8/16/17,8/2017,-1.8000000000E-01
COSUMAR SA,Sidi Bennour,110101,Grossistes,A07,4205,GR-PCDT,6/8/18,6/2018,-1.0200000000E+00
COSUMAR SA,Raffinerie,103071,Industriels,A01,4500,GR-GCDT,10/9/17,10/2017,2.3500000000E+01
COSUMAR SA,Raffinerie,101142,GMS,A01,3005,Morceau,8/19/17,8/2017,3.7800000000E+00
COSUMAR SA,Sidi Bennour,101798,Grossistes,A01,4501,GR-GCDT,12/1/18,12/2018,1.0500000000E+01
COSUMAR SA,Raffinerie,103035,Grossistes,A01,4500,GR-GCDT,3/15/18,3/2018,1.0500000000E+01
COSUMAR SA,Raffinerie,102159,Industriels,A01,4500,GR-GCDT,4/24/17,4/2017,2.3500000000E+01
COSUMAR SA,Raffinerie,101223,GMS,A02,3000,Morceau,8/5/17,8/2017,1.0200000000E+00
COSUMAR SA,Raffinerie,103094,Grossistes,A01,2000,Lingot,11/28/17,11/2017,6.4200000000E+00
COSUMAR SA,Raffinerie,103051,Grossistes,A09,2000,Lingot,11/10/18,11/2018,5.0000000000E-01
COSUMAR SA,Sidi Bennour,105997,Grossistes,A01,4501,GR-GCDT,10/15/18,10/2018,6.2500000000E+01
COSUMAR SA,Raffinerie,102703,Grossistes,A05,4105,GR-PCDT,2/21/17,2/2017,4.5000000000E+00
COSUMAR SA,Raffinerie,103094,Grossistes,A01,3000,Morceau,4/22/17,4/2017,-2.4000000000E-01
COSUMAR SA,Raffinerie,104019,Grossistes,A07,2000,Lingot,1/24/18,1/2018,1.1500000000E+01
COSUMAR SA,Raffinerie,110074,Grossistes,A15,2000,Lingot,11/9/17,11/2017,-3.0000000000E-01
COSUMAR SA,Raffinerie,102636,Grossistes,A01,2000,Lingot,2/17/17,2/2017,-1.8000000000E-01
COSUMAR SA,Raffinerie,101565,Grossistes,A06,1000,Pain,7/19/17,7/2017,1.0000000000E-01
COSUMAR SA,Raffinerie,100722,Grossistes,A06,1000,Pain,10/1/18,10/2018,8.1000000000E+00
COSUMAR SA,Sidi Bennour,101675,Grossistes,A02,4205,GR-PCDT,3/14/17,3/2017,3.3000000000E+00
COSUMAR SA,Raffinerie,103052,Grossistes,A05,1000,Pain,8/14/18,8/2018,2.6500000000E+01
COSUMAR SA,Raffinerie,103050,Grossistes,A01,4500,GR-GCDT,12/8/17,12/2017,4.6500000000E+01
COSUMAR SA,Raffinerie,102157,Grossistes,A02,3000,Morceau,5/9/18,5/2018,-1.0000000000E+00
COSUMAR SA,Raffinerie,101896,Grossistes,A05,2000,Lingot,8/28/18,8/2018,2.4600000000E+00
COSUMAR SA,Sidi Bennour,103095,Grossistes,A02,4501,GR-GCDT,7/31/18,7/2018,2.5000000000E+00
COSUMAR SA,Raffinerie,102163,Grossistes,A15,1000,Pain,9/6/18,9/2018,7.7160000000E+00
COSUMAR SA,Raffinerie,104483,GMS,A01,1000,Pain,4/4/17,4/2017,-3.4800000000E-01
COSUMAR SA,Raffinerie,110091,GMS,A01,2000,Lingot,3/4/17,3/2017,1.3020000000E+01
COSUMAR SA,Zaio,102001,Grossistes,A06,4202,GR-PCDT,7/4/17,7/2017,2.6500000000E+01
COSUMAR SA,Raffinerie,100921,Grossistes,A15,2000,Lingot,4/14/17,4/2017,-5.0000000000E-01
COSUMAR SA,Raffinerie,102719,Grossistes,A15,3000,Morceau,2/22/18,2/2018,2.2800000000E+00
COSUMAR SA,Sidi Bennour,101774,Grossistes,A01,4205,GR-PCDT,9/15/18,9/2018,1.9500000000E+01
COSUMAR SA,Raffinerie,104316,GMS,A15,3000,Morceau,12/7/17,12/2017,1.0200000000E+00
COSUMAR SA,Sidi Bennour,110174,Grossistes,A01,1007,Pain,12/19/18,12/2018,8.9000000000E+00
COSUMAR SA,Sidi Bennour,105983,Grossistes,A01,4205,GR-PCDT,9/13/17,9/2017,4.0728000000E+01
COSUMAR SA,Raffinerie,102058,Grossistes,A15,4207,GR-PCDT,2/23/17,2/2017,7.5000000000E+00
COSUMAR SA,Sidi Bennour,106186,Grossistes,A02,4501,GR-GCDT,6/5/18,6/2018,5.0000000000E-01
COSUMAR SA,Sidi Bennour,105983,Grossistes,A01,1007,Pain,12/15/17,12/2017,2.6500000000E+01
COSUMAR SA,Sidi Bennour,109104,Grossistes,A01,4205,GR-PCDT,8/13/18,8/2018,4.5000000000E+00
COSUMAR SA,Zaio,106077,Grossistes,A06,4202,GR-PCDT,10/17/17,10/2017,2.6500000000E+01
COSUMAR SA,Raffinerie,110035,Grossistes,A01,4200,GR-PCDT,2/1/18,2/2018,-3.0000000000E-01
COSUMAR SA,Raffinerie,102633,Grossistes,A09,2000,Lingot,9/15/18,9/2018,-4.8000000000E-01
COSUMAR SA,Raffinerie,107020,Industriels,A01,4500,GR-GCDT,10/27/17,10/2017,4.8500000000E+01
COSUMAR SA,Raffinerie,103088,GMS,A01,3000,Morceau,3/17/17,3/2017,1.0200000000E+00
COSUMAR SA,Raffinerie,104263,GMS,A02,4212,GR-PCDT,10/16/18,10/2018,-2.0400000000E-01
COSUMAR SA,Raffinerie,101564,Grossistes,A01,1000,Pain,4/9/18,4/2018,1.0020000000E+01
COSUMAR SA,Raffinerie,106421,Grossistes,A01,1000,Pain,7/17/18,7/2018,3.1080000000E+00
COSUMAR SA,Raffinerie,102001,Grossistes,A06,3000,Morceau,11/22/17,11/2017,-2.4000000000E-01
COSUMAR SA,Sidi Bennour,109100,Grossistes,A01,4205,GR-PCDT,9/18/17,9/2017,9.0000000000E-01
COSUMAR SA,Raffinerie,104276,Grossistes,A01,4212,GR-PCDT,10/18/18,10/2018,1.0920000000E+00
COSUMAR SA,Raffinerie,105997,Grossistes,A01,4212,GR-PCDT,8/17/18,8/2018,1.5348000000E+01
COSUMAR SA,Zaio,104029,Grossistes,A06,4506,GR-GCDT,5/15/17,5/2017,2.6500000000E+01
COSUMAR SA,Sidi Bennour,104420,Grossistes,A01,4205,GR-PCDT,10/10/17,10/2017,2.5080000000E+00
COSUMAR SA,Raffinerie,101587,Grossistes,A01,1000,Pain,3/28/17,3/2017,4.2600000000E+00
COSUMAR SA,Raffinerie,103095,Grossistes,A02,3000,Morceau,8/4/18,8/2018,-1.0000000000E+00
COSUMAR SA,Raffinerie,106421,Grossistes,A01,1000,Pain,12/18/18,12/2018,8.0400000000E-01
COSUMAR SA,Raffinerie,100601,Grossistes,A05,3000,Morceau,10/26/17,10/2017,-5.0000000000E-01
COSUMAR SA,Raffinerie,104474,Grossistes,A01,2000,Lingot,12/13/17,12/2017,3.1500000000E+01
COSUMAR SA,Sidi Bennour,101778,Grossistes,A02,1007,Pain,9/27/17,9/2017,4.5000000000E+00
COSUMAR SA,Sidi Bennour,105102,Grossistes,A07,4501,GR-GCDT,9/5/18,9/2018,1.0500000000E+01
COSUMAR SA,Sidi Bennour,110121,Grossistes,A01,4501,GR-GCDT,6/1/18,6/2018,1.0500000000E+01
COSUMAR SA,Raffinerie,103035,Grossistes,A01,4212,GR-PCDT,10/13/18,10/2018,1.0920000000E+00
COSUMAR SA,Raffinerie,102613,GMS,A01,2000,Lingot,11/5/18,11/2018,2.6220000000E+01
COSUMAR SA,Sidi Bennour,103608,Grossistes,A01,4501,GR-GCDT,7/23/18,7/2018,1.0500000000E+01
COSUMAR SA,Raffinerie,104493,GMS,A07,4212,GR-PCDT,6/2/18,6/2018,1.2756000000E+01
COSUMAR SA,Raffinerie,101236,GMS,A15,2000,Lingot,1/12/17,1/2017,-1.8000000000E-01
COSUMAR SA,Raffinerie,101560,Grossistes,A07,3000,Morceau,11/8/18,11/2018,-1.4000000000E+00
COSUMAR SA,Zaio,105647,Grossistes,A06,4506,GR-GCDT,1/31/17,1/2017,5.0000000000E-01
COSUMAR SA,Raffinerie,104277,GMS,A04,3000,Morceau,6/13/17,6/2017,4.8000000000E+00
COSUMAR SA,Raffinerie,104314,GMS,A01,1000,Pain,6/13/18,6/2018,8.0400000000E-01
COSUMAR SA,Raffinerie,102001,Grossistes,A06,1000,Pain,2/7/17,2/2017,2.0100000000E+01
COSUMAR SA,Raffinerie,106041,Grossistes,A02,2000,Lingot,1/12/18,1/2018,5.0000000000E-01
COSUMAR SA,Raffinerie,103674,Industriels,A01,4500,GR-GCDT,6/21/17,6/2017,2.4500000000E+01
COSUMAR SA,Raffinerie,102714,Grossistes,A15,2000,Lingot,7/13/17,7/2017,1.1400000000E+00
COSUMAR SA,Raffinerie,104645,GMS,A09,2000,Lingot,1/27/18,1/2018,1.3020000000E+01
COSUMAR SA,Raffinerie,102159,Industriels,A01,4500,GR-GCDT,5/24/17,5/2017,2.3500000000E+01
COSUMAR SA,Raffinerie,105941,Grossistes,A07,1000,Pain,4/27/18,4/2018,2.6500000000E+01
COSUMAR SA,Raffinerie,102636,Grossistes,A01,1000,Pain,7/4/18,7/2018,1.1172000000E+01
COSUMAR SA,Raffinerie,103050,Grossistes,A01,1000,Pain,2/8/18,2/2018,3.1908000000E+01
COSUMAR SA,Sidi Bennour,106159,Grossistes,A01,4205,GR-PCDT,5/2/18,5/2018,4.5000000000E+00
COSUMAR SA,Raffinerie,105272,Administration,A07,1003,Pain,2/24/17,2/2017,1.0410000000E+02
COSUMAR SA,Raffinerie,102157,Grossistes,A02,1000,Pain,8/3/17,8/2017,6.5000000000E+00
COSUMAR SA,Raffinerie,101465,Grossistes,A02,1000,Pain,4/9/18,4/2018,1.0500000000E+01
COSUMAR SA,Raffinerie,110035,Grossistes,A01,1000,Pain,2/13/18,2/2018,1.9560000000E+00
COSUMAR SA,Raffinerie,110174,Grossistes,A01,2000,Lingot,1/26/18,1/2018,7.7400000000E+00
COSUMAR SA,Raffinerie,104275,GMS,A09,4500,GR-GCDT,4/10/17,4/2017,-5.0000000000E-01
COSUMAR SA,Sidi Bennour,106159,Grossistes,A01,4501,GR-GCDT,1/10/17,1/2017,4.5000000000E+00
COSUMAR SA,Raffinerie,104487,GMS,A04,1000,Pain,9/26/18,9/2018,2.3844000000E+01
COSUMAR SA,Sidi Bennour,105941,Grossistes,A07,4501,GR-GCDT,11/21/17,11/2017,2.6500000000E+01
COSUMAR SA,Raffinerie,101845,Grossistes,A02,1000,Pain,3/30/18,3/2018,4.2000000000E-01
COSUMAR SA,Raffinerie,101509,Grossistes,A02,1000,Pain,12/19/17,12/2017,8.4200000000E+00
COSUMAR SA,Raffinerie,106325,Grossistes,A01,3000,Morceau,12/15/17,12/2017,-2.4000000000E-01
COSUMAR SA,Raffinerie,101588,Grossistes,A01,1000,Pain,12/28/18,12/2018,4.2600000000E+00
COSUMAR SA,Raffinerie,106124,Grossistes,A01,4200,GR-PCDT,7/19/17,7/2017,3.3000000000E+00
COSUMAR SA,Raffinerie,104646,Grossistes,A02,2000,Lingot,11/7/17,11/2017,3.5000000000E+00
COSUMAR SA,Raffinerie,102613,GMS,A01,3005,Morceau,2/14/18,2/2018,1.1400000000E+00
COSUMAR SA,Raffinerie,101147,GMS,A15,1000,Pain,6/12/18,6/2018,-3.4800000000E-01
COSUMAR SA,Raffinerie,107770,Administration,A07,1002,Pain,11/3/18,11/2018,2.4900000000E+01
COSUMAR SA,Raffinerie,110035,Grossistes,A01,2000,Lingot,1/4/18,1/2018,5.1000000000E+00
COSUMAR SA,Raffinerie,106421,Grossistes,A01,1000,Pain,8/30/17,8/2017,4.2600000000E+00
COSUMAR SA,Raffinerie,106237,Grossistes,A01,1000,Pain,5/3/17,5/2017,2.1540000000E+01
COSUMAR SA,Raffinerie,110047,Grossistes,A01,2000,Lingot,8/16/18,8/2018,3.7800000000E+00
COSUMAR SA,Raffinerie,110034,Grossistes,A01,2000,Lingot,7/27/17,7/2017,3.7800000000E+00
COSUMAR SA,Raffinerie,103050,Grossistes,A01,4200,GR-PCDT,12/4/17,12/2017,4.5000000000E+00
COSUMAR SA,Raffinerie,102163,Grossistes,A15,2000,Lingot,3/20/17,3/2017,5.1000000000E+00
COSUMAR SA,Raffinerie,102163,Grossistes,A15,3000,Morceau,1/16/18,1/2018,-2.4000000000E-01
COSUMAR SA,Raffinerie,103035,Grossistes,A01,1000,Pain,2/1/18,2/2018,1.0020000000E+01
COSUMAR SA,Raffinerie,101587,Grossistes,A01,4212,GR-PCDT,12/5/18,12/2018,4.9800000000E+00
COSUMAR SA,Raffinerie,101675,Grossistes,A02,1000,Pain,8/18/17,8/2017,2.3908000000E+01
COSUMAR SA,Zaio,102019,Grossistes,A06,4202,GR-PCDT,11/24/17,11/2017,9.5000000000E+00
COSUMAR SA,Raffinerie,105940,Grossistes,A02,2000,Lingot,7/6/18,7/2018,2.6220000000E+01
COSUMAR SA,Raffinerie,106029,Grossistes,A15,2000,Lingot,11/17/18,11/2018,9.0600000000E+00
COSUMAR SA,Sidi Bennour,102157,Grossistes,A02,4501,GR-GCDT,3/30/18,3/2018,2.5000000000E+00
COSUMAR SA,Raffinerie,106421,Grossistes,A01,4200,GR-PCDT,3/16/18,3/2018,9.0000000000E-01
COSUMAR SA,Raffinerie,102163,Grossistes,A15,3000,Morceau,1/12/18,1/2018,-2.4000000000E-01
COSUMAR SA,Raffinerie,103052,Grossistes,A05,2000,Lingot,4/25/18,4/2018,5.5000000000E+00
COSUMAR SA,Raffinerie,104657,Grossistes,A04,1000,Pain,5/27/17,5/2017,2.4516000000E+01
COSUMAR SA,Sidi Bennour,103557,Grossistes,A07,4205,GR-PCDT,5/9/17,5/2017,-3.0000000000E-01
COSUMAR SA,Raffinerie,105997,Grossistes,A01,2000,Lingot,6/21/17,6/2017,1.0014000000E+02
COSUMAR SA,Raffinerie,103000,Industriels,A01,4500,GR-GCDT,2/8/17,2/2017,2.0500000000E+01
COSUMAR SA,Raffinerie,104027,Grossistes,A15,4208,GR-PCDT,4/4/17,4/2017,1.5500000000E+01
COSUMAR SA,Raffinerie,110074,Grossistes,A15,1000,Pain,10/13/17,10/2017,1.1300000000E+01
COSUMAR SA,Raffinerie,103094,Grossistes,A01,3000,Morceau,10/4/18,10/2018,-2.4000000000E-01
COSUMAR SA,Raffinerie,101142,GMS,A01,1000,Pain,10/12/18,10/2018,3.1080000000E+00
COSUMAR SA,Raffinerie,104343,GMS,A02,1000,Pain,4/10/18,4/2018,8.0400000000E-01
COSUMAR SA,Raffinerie,103608,Grossistes,A01,1000,Pain,6/28/17,6/2017,1.0020000000E+01
COSUMAR SA,Raffinerie,101535,Grossistes,A01,3000,Morceau,12/5/17,12/2017,1.0200000000E+00
COSUMAR SA,Raffinerie,104013,Industriels,A01,4500,GR-GCDT,11/28/17,11/2017,2.3500000000E+01
COSUMAR SA,Raffinerie,104343,GMS,A02,2000,Lingot,10/7/17,10/2017,1.1400000000E+00
COSUMAR SA,Raffinerie,110077,Industriels,A01,4500,GR-GCDT,1/8/18,1/2018,1.0500000000E+01
COSUMAR SA,Zaio,106116,Grossistes,A04,4202,GR-PCDT,12/27/17,12/2017,9.5000000000E+00
COSUMAR SA,Raffinerie,104407,GMS,A01,1000,Pain,8/11/17,8/2017,-3.4800000000E-01
COSUMAR SA,Raffinerie,110019,Grossistes,A07,1000,Pain,11/24/18,11/2018,3.0500000000E+01
COSUMAR SA,Raffinerie,110091,GMS,A01,4200,GR-PCDT,4/7/18,4/2018,4.5000000000E+00
COSUMAR SA,Sidi Bennour,109083,Grossistes,A01,1007,Pain,8/16/18,8/2018,6.5000000000E+00
COSUMAR SA,Sidi Bennour,101778,Grossistes,A02,4205,GR-PCDT,9/20/17,9/2017,2.5080000000E+00
COSUMAR SA,Raffinerie,104019,Grossistes,A07,2000,Lingot,9/22/18,9/2018,-5.0000000000E-01
COSUMAR SA,Raffinerie,103062,Grossistes,A02,2000,Lingot,2/4/17,2/2017,2.5500000000E+01
COSUMAR SA,Raffinerie,104474,Grossistes,A01,1000,Pain,2/19/18,2/2018,1.9560000000E+00
COSUMAR SA,Raffinerie,101223,GMS,A02,4200,GR-PCDT,12/15/17,12/2017,9.0000000000E-01
COSUMAR SA,Raffinerie,109151,Grossistes,A05,2000,Lingot,5/24/18,5/2018,5.0000000000E-01
COSUMAR SA,Raffinerie,100720,Industriels,A01,4500,GR-GCDT,5/11/18,5/2018,7.9500000000E+01
COSUMAR SA,Raffinerie,100340,Grossistes,A01,3000,Morceau,1/30/17,1/2017,-2.4000000000E-01
COSUMAR SA,Raffinerie,110041,Grossistes,A01,4200,GR-PCDT,1/8/18,1/2018,-3.0000000000E-01
COSUMAR SA,Raffinerie,100383,Grossistes,A05,2000,Lingot,7/5/18,7/2018,2.5000000000E+00
COSUMAR SA,Raffinerie,105940,Grossistes,A02,2000,Lingot,7/26/17,7/2017,4.5000000000E+00
COSUMAR SA,Sidi Bennour,102157,Grossistes,A02,4501,GR-GCDT,6/30/18,6/2018,-5.0000000000E-01
